Countyfp,Geoid,Station Id,Intptlat,Intptlon,Station Name,NAME (DECENNIALPL2020.P2-Data.csv),Name1,Namelsad,Tractce,Aland,Awater,F1,Geometry,Lat1,Long1,Total Population,Total Hispanic or Latino,Percentage Hispanic or Latino,Total Not Hispanic or Latino,Percentage Not Hispanic or Latino,Total White,Percentage White,Total Black,Percentage Black,Total American Indian,Percentage American Indian,Total Asian,Percentage Asian,Total Hawaiian,Percentage Hawaiian
25,25025010204,400,42.3464726,-71.1034355,Lansdowne T Stop,"Census Tract 102.04, Suffolk County, Massachusetts",102.04,Census Tract 102.04,10204,253410,607,345,Polygon,42.34734473,-71.10016808,3443,265,0.076967761,2999,0.871042695,1690,0.490851002,168,0.048794656,0,0,1097,0.318617485,12,0.003485333
25,25025070201,49,42.3500054,-71.0653769,Stuart St. at Charles St.,"Census Tract 702.01, Suffolk County, Massachusetts",702.01,Census Tract 702.01,70201,144031,0,94,Polygon,42.351146,-71.066289,3990,261,0.065413534,3685,0.923558897,2230,0.558897243,179,0.044862155,0,0,1264,0.31679198,0,0
25,25025070201,399,42.3500054,-71.0653769,Shawmut Ave at Oak St W,"Census Tract 702.01, Suffolk County, Massachusetts",702.01,Census Tract 702.01,70201,144031,0,344,Polygon,42.34854543,-71.06559185,3990,261,0.065413534,3685,0.923558897,2230,0.558897243,179,0.044862155,0,0,1264,0.31679198,0,0
25,25025000805,567,42.3539909,-71.1278821,Brighton Ave at Linden St,"Census Tract 8.05, Suffolk County, Massachusetts",8.05,Census Tract 8.05,805,369879,0,506,Polygon,42.3528376,-71.1296752,4616,532,0.1152513,3875,0.839471404,2194,0.475303293,176,0.03812825,4,0.000866551,1437,0.311308492,0,0
25,25025000805,41,42.3539909,-71.1278821,Packard's Corner - Comm. Ave. at Brighton Ave.,"Census Tract 8.05, Suffolk County, Massachusetts",8.05,Census Tract 8.05,805,369879,0,60,Polygon,42.352261,-71.123831,4616,532,0.1152513,3875,0.839471404,2194,0.475303293,176,0.03812825,4,0.000866551,1437,0.311308492,0,0
25,25025090901,445,42.317172,-71.044563,Geiger Gibson Community Health Center,"Census Tract 909.01, Suffolk County, Massachusetts",909.01,Census Tract 909.01,90901,1173210,349461,389,Polygon,42.31886468,-71.04536798,3600,784,0.217777778,2688,0.746666667,1007,0.279722222,530,0.147222222,7,0.001944444,1114,0.309444444,5,0.001388889
25,25025090901,92,42.317172,-71.044563,UMass Boston Integrated Sciences Complex,"Census Tract 909.01, Suffolk County, Massachusetts",909.01,Census Tract 909.01,90901,1173210,349461,139,Polygon,42.314507,-71.041269,3600,784,0.217777778,2688,0.746666667,1007,0.279722222,530,0.147222222,7,0.001944444,1114,0.309444444,5,0.001388889
25,25025081001,30,42.3345574,-71.1068296,Brigham Cir / Huntington Ave,"Census Tract 810.01, Suffolk County, Massachusetts",810.01,Census Tract 810.01,81001,559703,0,114,Polygon,42.334073,-71.105221,5695,1064,0.186830553,4427,0.777348551,1955,0.343283582,639,0.112203687,7,0.001229148,1744,0.306233538,1,0.000175593
25,25025080900,284,42.3323435,-71.1016923,One Brigham Circle,"Census Tract 809, Suffolk County, Massachusetts",809,Census Tract 809,80900,256492,0,251,Polygon,42.33391973,-71.10446777,4376,355,0.081124314,3853,0.880484461,2194,0.501371115,319,0.072897623,2,0.000457038,1305,0.29821755,0,0
25,25025080900,558,42.3323435,-71.1016923,St. Alphonsus St at Tremont St,"Census Tract 809, Suffolk County, Massachusetts",809,Census Tract 809,80900,256492,0,495,Polygon,42.33329255,-71.10124648,4376,355,0.081124314,3853,0.880484461,2194,0.501371115,319,0.072897623,2,0.000457038,1305,0.29821755,0,0
25,25025080900,359,42.3323435,-71.1016923,One Brigham Circle,"Census Tract 809, Suffolk County, Massachusetts",809,Census Tract 809,80900,256492,0,301,Polygon,42.3339227,-71.10446509,4376,355,0.081124314,3853,0.880484461,2194,0.501371115,319,0.072897623,2,0.000457038,1305,0.29821755,0,0
25,25025000703,168,42.3513284,-71.1282176,Harvard Ave at Brainerd Rd,"Census Tract 7.03, Suffolk County, Massachusetts",7.03,Census Tract 7.03,703,178001,0,224,Polygon,42.34956189,-71.13027062,2442,248,0.101556102,2093,0.857084357,1250,0.511875512,99,0.040540541,3,0.001228501,726,0.297297297,0,0
25,25025000703,332,42.3513284,-71.1282176,Harvard Ave at Brainerd Rd,"Census Tract 7.03, Suffolk County, Massachusetts",7.03,Census Tract 7.03,703,178001,0,271,Polygon,42.34953017,-71.13022771,2442,248,0.101556102,2093,0.857084357,1250,0.511875512,99,0.040540541,3,0.001228501,726,0.297297297,0,0
25,25025091600,205,42.3060353,-71.0611919,Bowdoin St at Quincy St,"Census Tract 916, Suffolk County, Massachusetts",916,Census Tract 916,91600,313158,0,174,Polygon,42.30791913,-71.06502056,3200,639,0.1996875,2214,0.691875,462,0.144375,684,0.21375,13,0.0040625,927,0.2896875,0,0
17,25017353900,97,42.3662691,-71.1162109,Harvard University River Houses at DeWolfe St / Cowperthwaite St,"Census Tract 3539, Middlesex County, Massachusetts",3539,Census Tract 3539,353900,323192,52563,30,Polygon,42.36919032,-71.11714125,6139,580,0.094477928,5162,0.840853559,2836,0.461964489,492,0.080143346,10,0.00162893,1772,0.288646359,3,0.000488679
17,25017353900,87,42.3662691,-71.1162109,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,"Census Tract 3539, Middlesex County, Massachusetts",3539,Census Tract 3539,353900,323192,52563,26,Polygon,42.366621,-71.114214,6139,580,0.094477928,5162,0.840853559,2836,0.461964489,492,0.080143346,10,0.00162893,1772,0.288646359,3,0.000488679
21,25021400202,226,42.3490085,-71.119806,Commonwealth Ave At Babcock St,"Census Tract 4002.02, Norfolk County, Massachusetts",4002.02,Census Tract 4002.02,400202,313088,0,195,Polygon,42.35154735,-71.12126246,3625,294,0.081103448,3157,0.870896552,1888,0.520827586,217,0.059862069,0,0,1034,0.285241379,0,0
17,25017353200,544,42.3584986,-71.1057832,Old Morse Park at Putnam Ave,"Census Tract 3532, Middlesex County, Massachusetts",3532,Census Tract 3532,353200,514213,2895,485,Polygon,42.35766248,-71.10841334,5242,458,0.087371232,4551,0.868180084,2608,0.497520031,433,0.08260206,8,0.001526135,1471,0.280618085,2,0.000381534
17,25017353200,438,42.3584986,-71.1057832,Mobile Temporary Station,"Census Tract 3532, Middlesex County, Massachusetts",3532,Census Tract 3532,353200,514213,2895,382,Polygon,42.35967536,-71.10160055,5242,458,0.087371232,4551,0.868180084,2608,0.497520031,433,0.08260206,8,0.001526135,1471,0.280618085,2,0.000381534
17,25017353200,184,42.3584986,-71.1057832,Sidney Research Campus/ Erie Street at Waverly,"Census Tract 3532, Middlesex County, Massachusetts",3532,Census Tract 3532,353200,514213,2895,189,Polygon,42.3577531,-71.10393405,5242,458,0.087371232,4551,0.868180084,2608,0.497520031,433,0.08260206,8,0.001526135,1471,0.280618085,2,0.000381534
17,25017353200,178,42.3584986,-71.1057832,MIT Pacific St at Purrington St,"Census Tract 3532, Middlesex County, Massachusetts",3532,Census Tract 3532,353200,514213,2895,151,Polygon,42.3595732,-71.10129476,5242,458,0.087371232,4551,0.868180084,2608,0.497520031,433,0.08260206,8,0.001526135,1471,0.280618085,2,0.000381534
25,25025000806,17,42.3636765,-71.1264765,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,"Census Tract 8.06, Suffolk County, Massachusetts",8.06,Census Tract 8.06,806,1417183,0,52,Polygon,42.365064,-71.119233,1972,208,0.105476673,1643,0.8331643,949,0.481237323,150,0.076064909,0,0,530,0.268762677,4,0.002028398
25,25025000806,29,42.3636765,-71.1264765,Innovation Lab - 125 Western Ave. at Batten Way,"Census Tract 8.06, Suffolk County, Massachusetts",8.06,Census Tract 8.06,806,1417183,0,42,Polygon,42.363732,-71.124565,1972,208,0.105476673,1643,0.8331643,949,0.481237323,150,0.076064909,0,0,530,0.268762677,4,0.002028398
25,25025000806,149,42.3636765,-71.1264765,Harvard University Transportation Services - 175 North Harvard St,"Census Tract 8.06, Suffolk County, Massachusetts",8.06,Census Tract 8.06,806,1417183,0,39,Polygon,42.363796,-71.129164,1972,208,0.105476673,1643,0.8331643,949,0.481237323,150,0.076064909,0,0,530,0.268762677,4,0.002028398
25,25025000806,492,42.3636765,-71.1264765,Harvard Stadium: N. Harvard St at Soldiers Field Rd,"Census Tract 8.06, Suffolk County, Massachusetts",8.06,Census Tract 8.06,806,1417183,0,434,Polygon,42.368019,-71.1242,1972,208,0.105476673,1643,0.8331643,949,0.481237323,150,0.076064909,0,0,530,0.268762677,4,0.002028398
25,25025020301,416,42.3631736,-71.0686464,Blossom St at Charles St,"Census Tract 203.01, Suffolk County, Massachusetts",203.01,Census Tract 203.01,20301,262787,528,364,Polygon,42.36435589,-71.06959369,2166,143,0.066020314,1940,0.895660203,1288,0.594644506,60,0.027700831,0,0,581,0.26823638,0,0
25,25025080601,560,42.3333769,-71.0880443,Flat 9 at Whittier,"Census Tract 806.01, Suffolk County, Massachusetts",806.01,Census Tract 806.01,80601,561665,0,497,Polygon,42.33420351,-71.08767617,4732,687,0.145181741,3775,0.797759932,1749,0.369611158,732,0.154691462,5,0.001056636,1263,0.266906171,3,0.000633981
25,25025080601,12,42.3333769,-71.0880443,Ruggles Station / Columbus Ave.,"Census Tract 806.01, Suffolk County, Massachusetts",806.01,Census Tract 806.01,80601,561665,0,95,Polygon,42.335911,-71.088496,4732,687,0.145181741,3775,0.797759932,1749,0.369611158,732,0.154691462,5,0.001056636,1263,0.266906171,3,0.000633981
25,25025080601,443,42.3333769,-71.0880443,Whittier St Health Center,"Census Tract 806.01, Suffolk County, Massachusetts",806.01,Census Tract 806.01,80601,561665,0,386,Polygon,42.33286289,-71.09218862,4732,687,0.145181741,3775,0.797759932,1749,0.369611158,732,0.154691462,5,0.001056636,1263,0.266906171,3,0.000633981
25,25025000704,66,42.3500028,-71.1334045,Allston Green District - Commonwealth Ave & Griggs St,"Census Tract 7.04, Suffolk County, Massachusetts",7.04,Census Tract 7.04,704,239779,0,71,Polygon,42.348607,-71.13401,5312,699,0.131588855,4407,0.829631024,2669,0.502447289,287,0.054028614,2,0.000376506,1387,0.261106928,4,0.000753012
17,25017352101,553,42.3716349,-71.0739558,Cambridge Crossing at North First Street,"Census Tract 3521.01, Middlesex County, Massachusetts",3521.01,Census Tract 3521.01,352101,400467,17063,490,Polygon,42.371141,-71.076198,4271,608,0.14235542,3486,0.816202295,2043,0.478342309,297,0.06953875,2,0.000468274,1093,0.255911964,2,0.000468274
17,25017352101,195,42.3716349,-71.0739558,Brian P. Murphy Staircase at Child Street,"Census Tract 3521.01, Middlesex County, Massachusetts",3521.01,Census Tract 3521.01,352101,400467,17063,164,Polygon,42.3720597,-71.07202649,4271,608,0.14235542,3486,0.816202295,2043,0.478342309,297,0.06953875,2,0.000468274,1093,0.255911964,2,0.000468274
17,25017352101,143,42.3716349,-71.0739558,EF - North Point Park,"Census Tract 3521.01, Middlesex County, Massachusetts",3521.01,Census Tract 3521.01,352101,400467,17063,28,Polygon,42.369885,-71.069957,4271,608,0.14235542,3486,0.816202295,2043,0.478342309,297,0.06953875,2,0.000468274,1093,0.255911964,2,0.000468274
25,25025010500,46,42.3444618,-71.0843482,Christian Science Plaza,"Census Tract 105, Suffolk County, Massachusetts",105,Census Tract 105,10500,193266,6725,17,Polygon,42.343864,-71.085918,3876,300,0.077399381,3417,0.881578947,2086,0.538183695,306,0.078947368,5,0.00128999,987,0.254643963,3,0.000773994
21,25021400900,86,42.3329543,-71.1172354,Brookline Village - Pearl Street @ MBTA,"Census Tract 4009, Norfolk County, Massachusetts",4009,Census Tract 4009,400900,386684,11391,72,Polygon,42.332799,-71.116205,4354,361,0.082912265,3769,0.86564079,2346,0.538814883,305,0.070050528,11,0.002526412,1078,0.247588424,0,0
21,25021400900,193,42.3329543,-71.1172354,Brookline Village - Station Street @ MBTA,"Census Tract 4009, Norfolk County, Massachusetts",4009,Census Tract 4009,400900,386684,11391,162,Polygon,42.33289074,-71.11658335,4354,361,0.082912265,3769,0.86564079,2346,0.538814883,305,0.070050528,11,0.002526412,1078,0.247588424,0,0
17,25017353101,380,42.3625359,-71.0990808,Mass Ave at Albany St,"Census Tract 3531.01, Middlesex County, Massachusetts",3531.01,Census Tract 3531.01,353101,456358,0,321,Polygon,42.36135838,-71.09670274,3641,416,0.114254326,3024,0.83054106,1600,0.439439714,483,0.132655864,13,0.003570448,896,0.24608624,3,0.000823949
17,25017353101,177,42.3625359,-71.0990808,University Park,"Census Tract 3531.01, Middlesex County, Massachusetts",3531.01,Census Tract 3531.01,353101,456358,0,153,Polygon,42.36264779,-71.10006094,3641,416,0.114254326,3024,0.83054106,1600,0.439439714,483,0.132655864,13,0.003570448,896,0.24608624,3,0.000823949
17,25017353101,75,42.3625359,-71.0990808,Lafayette Square at Mass Ave / Main St / Columbia St,"Census Tract 3531.01, Middlesex County, Massachusetts",3531.01,Census Tract 3531.01,353101,456358,0,12,Polygon,42.36346469,-71.10057324,3641,416,0.114254326,3024,0.83054106,1600,0.439439714,483,0.132655864,13,0.003570448,896,0.24608624,3,0.000823949
25,25025091100,167,42.3156248,-71.0556094,Ryan Playground - Dorchester Avenue Station,"Census Tract 911, Suffolk County, Massachusetts",911,Census Tract 911,91100,422042,0,143,Polygon,42.317642,-71.056664,4916,430,0.087469487,4247,0.863913751,2528,0.514239219,430,0.087469487,8,0.001627339,1191,0.242270138,0,0
25,25025000603,447,42.3476014,-71.1449263,The Overlook at St. Gabriel's,"Census Tract 6.03, Suffolk County, Massachusetts",6.03,Census Tract 6.03,603,312487,0,390,Polygon,42.34679008,-71.14549814,1757,445,0.253272624,1227,0.698349459,401,0.228229937,396,0.225384178,0,0,420,0.239043825,0,0
25,25025000603,175,42.3476014,-71.1449263,Brighton Center,"Census Tract 6.03, Suffolk County, Massachusetts",6.03,Census Tract 6.03,603,312487,0,148,Polygon,42.34894857,-71.15027189,1757,445,0.253272624,1227,0.698349459,401,0.228229937,396,0.225384178,0,0,420,0.239043825,0,0
25,25025000102,37,42.3590809,-71.1439885,New Balance - 20 Guest St.,"Census Tract 1.02, Suffolk County, Massachusetts",1.02,Census Tract 1.02,102,1067435,0,102,Polygon,42.357402,-71.147782,3714,554,0.14916532,2933,0.789714593,1565,0.421378568,298,0.080236941,8,0.002154012,883,0.237749058,2,0.000538503
25,25025000102,440,42.3590809,-71.1439885,Boston Landing,"Census Tract 1.02, Suffolk County, Massachusetts",1.02,Census Tract 1.02,102,1067435,0,385,Polygon,42.35656092,-71.14167538,3714,554,0.14916532,2933,0.789714593,1565,0.421378568,298,0.080236941,8,0.002154012,883,0.237749058,2,0.000538503
25,25025000102,15,42.3590809,-71.1439885,Harvard Real Estate - Brighton Mills - 370 Western Ave,"Census Tract 1.02, Suffolk County, Massachusetts",1.02,Census Tract 1.02,102,1067435,0,53,Polygon,42.361667,-71.13802,3714,554,0.14916532,2933,0.789714593,1565,0.421378568,298,0.080236941,8,0.002154012,883,0.237749058,2,0.000538503
25,25025000102,428,42.3590809,-71.1439885,Western Ave at Richardson St,"Census Tract 1.02, Suffolk County, Massachusetts",1.02,Census Tract 1.02,102,1067435,0,375,Polygon,42.36178741,-71.14393111,3714,554,0.14916532,2933,0.789714593,1565,0.421378568,298,0.080236941,8,0.002154012,883,0.237749058,2,0.000538503
21,25021400800,403,42.3387738,-71.1173907,Marion St at Harvard St,"Census Tract 4008, Norfolk County, Massachusetts",4008,Census Tract 4008,400800,573048,11744,346,Polygon,42.33978053,-71.1213335,6077,403,0.066315616,5384,0.885963469,3791,0.623827546,124,0.020404805,2,0.00032911,1440,0.236959026,2,0.00032911
25,25025070104,151,42.3523203,-71.0562868,John F Fitzgerald - Surface Road at India Street,"Census Tract 701.04, Suffolk County, Massachusetts",701.04,Census Tract 701.04,70104,761798,69922,97,Polygon,42.358155,-71.052163,2862,144,0.050314465,2588,0.904262753,1852,0.64709993,51,0.017819706,2,0.000698812,667,0.233053809,0,0
25,25025070104,48,42.3523203,-71.0562868,Post Office Square,"Census Tract 701.04, Suffolk County, Massachusetts",701.04,Census Tract 701.04,70104,761798,69922,83,Polygon,42.356755,-71.055407,2862,144,0.050314465,2588,0.904262753,1852,0.64709993,51,0.017819706,2,0.000698812,667,0.233053809,0,0
25,25025070104,22,42.3523203,-71.0562868,South Station - 700 Atlantic Ave.,"Census Tract 701.04, Suffolk County, Massachusetts",701.04,Census Tract 701.04,70104,761798,69922,75,Polygon,42.352175,-71.055547,2862,144,0.050314465,2588,0.904262753,1852,0.64709993,51,0.017819706,2,0.000698812,667,0.233053809,0,0
25,25025070104,426,42.3523203,-71.0562868,Surface Rd at Summer St,"Census Tract 701.04, Suffolk County, Massachusetts",701.04,Census Tract 701.04,70104,761798,69922,360,Polygon,42.3529457,-71.05656401,2862,144,0.050314465,2588,0.904262753,1852,0.64709993,51,0.017819706,2,0.000698812,667,0.233053809,0,0
25,25025070104,192,42.3523203,-71.0562868,Purchase St at Pearl St,"Census Tract 701.04, Suffolk County, Massachusetts",701.04,Census Tract 701.04,70104,761798,69922,161,Polygon,42.354686,-71.053292,2862,144,0.050314465,2588,0.904262753,1852,0.64709993,51,0.017819706,2,0.000698812,667,0.233053809,0,0
25,25025070104,35,42.3523203,-71.0562868,Franklin St. / Arch St.,"Census Tract 701.04, Suffolk County, Massachusetts",701.04,Census Tract 701.04,70104,761798,69922,129,Polygon,42.355402,-71.058087,2862,144,0.050314465,2588,0.904262753,1852,0.64709993,51,0.017819706,2,0.000698812,667,0.233053809,0,0
25,25025000701,243,42.346958,-71.1379847,Commonwealth Ave at Kelton St,"Census Tract 7.01, Suffolk County, Massachusetts",7.01,Census Tract 7.01,701,230440,0,234,Polygon,42.34836802,-71.13997622,4517,419,0.092760682,3884,0.859862741,2644,0.585344255,145,0.032100952,3,0.000664158,1045,0.23134824,0,0
25,25025000701,338,42.346958,-71.1379847,Commonwealth Ave at Kelton St,"Census Tract 7.01, Suffolk County, Massachusetts",7.01,Census Tract 7.01,701,230440,0,285,Polygon,42.34835863,-71.13997217,4517,419,0.092760682,3884,0.859862741,2644,0.585344255,145,0.032100952,3,0.000664158,1045,0.23134824,0,0
25,25025000807,9,42.3524656,-71.1168882,Agganis Arena - 925 Comm Ave.,"Census Tract 8.07, Suffolk County, Massachusetts",8.07,Census Tract 8.07,807,218594,0,58,Polygon,42.351246,-71.115639,2282,210,0.09202454,1959,0.858457493,1225,0.536809816,204,0.089395267,0,0,520,0.227870289,10,0.004382121
17,25017354601,532,42.390845,-71.1491066,Concord Ave at Spinelli Place,"Census Tract 3546.01, Middlesex County, Massachusetts",3546.01,Census Tract 3546.01,354601,764933,4512,472,Polygon,42.390719,-71.1538877,1646,134,0.081409478,1455,0.883961118,953,0.578979344,131,0.079586877,0,0,371,0.225394897,0,0
17,25017354601,463,42.390845,-71.1491066,Smith Pl at Wilson Rd,"Census Tract 3546.01, Middlesex County, Massachusetts",3546.01,Census Tract 3546.01,354601,764933,4512,405,Polygon,42.39239749,-71.15058332,1646,134,0.081409478,1455,0.883961118,953,0.578979344,131,0.079586877,0,0,371,0.225394897,0,0
17,25017352300,583,42.3662197,-71.0835011,Broad Canal Way at Third Street,"Census Tract 3523, Middlesex County, Massachusetts",3523,Census Tract 3523,352300,694885,0,518,Polygon,42.3630455,-71.08287079,4313,481,0.111523302,3632,0.842105263,2363,0.547878507,275,0.063760723,7,0.001623,959,0.222351032,0,0
17,25017352300,557,42.3662197,-71.0835011,Galileo Galilei Way at Fulkerson St/Binney St,"Census Tract 3523, Middlesex County, Massachusetts",3523,Census Tract 3523,352300,694885,0,494,Polygon,42.3664204,-71.0885418,4313,481,0.111523302,3632,0.842105263,2363,0.547878507,275,0.063760723,7,0.001623,959,0.222351032,0,0
17,25017352300,185,42.3662197,-71.0835011,Third at Binney,"Census Tract 3523, Middlesex County, Massachusetts",3523,Census Tract 3523,352300,694885,0,190,Polygon,42.36544486,-71.08277142,4313,481,0.111523302,3632,0.842105263,2363,0.547878507,275,0.063760723,7,0.001623,959,0.222351032,0,0
17,25017352300,413,42.3662197,-71.0835011,Kennedy-Longfellow School 158 Spring St,"Census Tract 3523, Middlesex County, Massachusetts",3523,Census Tract 3523,352300,694885,0,361,Polygon,42.36955298,-71.08579015,4313,481,0.111523302,3632,0.842105263,2363,0.547878507,275,0.063760723,7,0.001623,959,0.222351032,0,0
17,25017352300,398,42.3662197,-71.0835011,75 Binney St,"Census Tract 3523, Middlesex County, Massachusetts",3523,Census Tract 3523,352300,694885,0,342,Polygon,42.36550729,-71.0801376,4313,481,0.111523302,3632,0.842105263,2363,0.547878507,275,0.063760723,7,0.001623,959,0.222351032,0,0
17,25017352300,72,42.3662197,-71.0835011,One Broadway / Kendall Sq at Main St / 3rd St,"Census Tract 3523, Middlesex County, Massachusetts",3523,Census Tract 3523,352300,694885,0,31,Polygon,42.362613,-71.084105,4313,481,0.111523302,3632,0.842105263,2363,0.547878507,275,0.063760723,7,0.001623,959,0.222351032,0,0
17,25017352300,141,42.3662197,-71.0835011,Kendall Street,"Census Tract 3523, Middlesex County, Massachusetts",3523,Census Tract 3523,352300,694885,0,18,Polygon,42.36356016,-71.08216792,4313,481,0.111523302,3632,0.842105263,2363,0.547878507,275,0.063760723,7,0.001623,959,0.222351032,0,0
17,25017352300,117,42.3662197,-71.0835011,Binney St / Sixth St,"Census Tract 3523, Middlesex County, Massachusetts",3523,Census Tract 3523,352300,694885,0,10,Polygon,42.366095,-71.086388,4313,481,0.111523302,3632,0.842105263,2363,0.547878507,275,0.063760723,7,0.001623,959,0.222351032,0,0
17,25017350106,236,42.3936294,-71.0798211,Assembly Square T,"Census Tract 3501.06, Middlesex County, Massachusetts",3501.06,Census Tract 3501.06,350106,672015,156801,218,Polygon,42.39223284,-71.07746601,1660,156,0.093975904,1395,0.840361446,934,0.562650602,77,0.046385542,0,0,367,0.221084337,0,0
17,25017350106,530,42.3936294,-71.0798211,Foley St at Grand Union Blvd,"Census Tract 3501.06, Middlesex County, Massachusetts",3501.06,Census Tract 3501.06,350106,672015,156801,470,Polygon,42.3930184,-71.08071685,1660,156,0.093975904,1395,0.840361446,934,0.562650602,77,0.046385542,0,0,367,0.221084337,0,0
17,25017354902,142,42.3946771,-71.1357395,Alewife Station at Russell Field,"Census Tract 3549.02, Middlesex County, Massachusetts",3549.02,Census Tract 3549.02,354902,629379,14259,35,Polygon,42.396105,-71.139459,5616,475,0.084579772,4901,0.872685185,2001,0.356303419,1610,0.286680912,10,0.001780627,1240,0.220797721,4,0.000712251
25,25025010404,5,42.3419678,-71.0886377,Northeastern U / North Parking Lot,"Census Tract 104.04, Suffolk County, Massachusetts",104.04,Census Tract 104.04,10404,136909,0,116,Polygon,42.341814,-71.090179,5747,535,0.093092048,4975,0.865669045,3291,0.572646598,394,0.068557508,0,0,1247,0.216982774,24,0.004176092
25,25025000804,376,42.3586255,-71.1308995,Honan Library,"Census Tract 8.04, Suffolk County, Massachusetts",8.04,Census Tract 8.04,804,607596,0,318,Polygon,42.36027371,-71.12852452,3813,818,0.214529242,2781,0.729346971,1661,0.435615001,217,0.056910569,5,0.001311303,824,0.216102806,4,0.001049043
25,25025091001,93,42.3082205,-71.0517137,JFK / UMASS at MBTA Station,"Census Tract 910.01, Suffolk County, Massachusetts",910.01,Census Tract 910.01,91001,1186269,447567,104,Polygon,42.320494,-71.051122,3255,311,0.095545315,2775,0.852534562,1766,0.542549923,275,0.084485407,5,0.001536098,702,0.215668203,0,0
25,25025091001,173,42.3082205,-71.0517137,Savin Hill MBTA Station,"Census Tract 910.01, Suffolk County, Massachusetts",910.01,Census Tract 910.01,91001,1186269,447567,159,Polygon,42.310599,-71.053927,3255,311,0.095545315,2775,0.852534562,1766,0.542549923,275,0.084485407,5,0.001536098,702,0.215668203,0,0
17,25017353700,74,42.3745268,-71.1122878,Harvard Square at Mass Ave/ Dunster,"Census Tract 3537, Middlesex County, Massachusetts",3537,Census Tract 3537,353700,532087,0,25,Polygon,42.373268,-71.118579,5593,489,0.087430717,4759,0.850885035,3146,0.562488825,379,0.067763276,7,0.001251564,1192,0.213123547,2,0.00035759
17,25017353700,110,42.3745268,-71.1122878,Harvard University Gund Hall at Quincy St / Kirkland S,"Census Tract 3537, Middlesex County, Massachusetts",3537,Census Tract 3537,353700,532087,0,19,Polygon,42.376369,-71.114025,5593,489,0.087430717,4759,0.850885035,3146,0.562488825,379,0.067763276,7,0.001251564,1192,0.213123547,2,0.00035759
17,25017353700,96,42.3745268,-71.1122878,Cambridge Main Library at Broadway / Trowbridge St,"Census Tract 3537, Middlesex County, Massachusetts",3537,Census Tract 3537,353700,532087,0,1,Polygon,42.373379,-71.111075,5593,489,0.087430717,4759,0.850885035,3146,0.562488825,379,0.067763276,7,0.001251564,1192,0.213123547,2,0.00035759
25,25025000604,8,42.351044,-71.1397725,Union Square - Brighton Ave. at Cambridge St.,"Census Tract 6.04, Suffolk County, Massachusetts",6.04,Census Tract 6.04,604,287064,0,101,Polygon,42.353334,-71.137313,2591,361,0.139328445,2090,0.806638364,1377,0.531455037,110,0.042454651,1,0.000385951,550,0.212273254,1,0.000385951
25,25025070302,250,42.3499539,-71.0694197,Park Plaza at Columbus Ave,"Census Tract 703.02, Suffolk County, Massachusetts",703.02,Census Tract 703.02,70302,193304,0,254,Polygon,42.35186,-71.067688,2090,105,0.050239234,1921,0.919138756,1426,0.682296651,55,0.026315789,0,0,426,0.203827751,1,0.000478469
25,25025070302,345,42.3499539,-71.0694197,Park Plaza at Charles St,"Census Tract 703.02, Suffolk County, Massachusetts",703.02,Census Tract 703.02,70302,193304,0,282,Polygon,42.35182807,-71.06781138,2090,105,0.050239234,1921,0.919138756,1426,0.682296651,55,0.026315789,0,0,426,0.203827751,1,0.000478469
25,25025070102,54,42.3556883,-71.0617639,Tremont St / West St,"Census Tract 701.02, Suffolk County, Massachusetts",701.02,Census Tract 701.02,70102,138976,0,54,Polygon,42.354979,-71.063348,3687,353,0.095741795,3202,0.86845674,2194,0.595063737,232,0.062923786,7,0.001898563,745,0.202061296,4,0.001084893
25,25025070102,81,42.3556883,-71.0617639,Boylston St / Washington St,"Census Tract 701.02, Suffolk County, Massachusetts",701.02,Census Tract 701.02,70102,138976,0,40,Polygon,42.352409,-71.062679,3687,353,0.095741795,3202,0.86845674,2194,0.595063737,232,0.062923786,7,0.001898563,745,0.202061296,4,0.001084893
25,25025070102,374,42.3556883,-71.0617639,Tremont St at Hamilton Place,"Census Tract 701.02, Suffolk County, Massachusetts",701.02,Census Tract 701.02,70102,138976,0,317,Polygon,42.35668335,-71.06166646,3687,353,0.095741795,3202,0.86845674,2194,0.595063737,232,0.062923786,7,0.001898563,745,0.202061296,4,0.001084893
25,25025081101,159,42.3270449,-71.1124512,Heath St at South Huntington,"Census Tract 811.01, Suffolk County, Massachusetts",811.01,Census Tract 811.01,81101,117783,0,149,Polygon,42.3279727,-71.11089706,1484,158,0.106469003,1263,0.851078167,806,0.543126685,154,0.103773585,0,0,299,0.20148248,0,0
25,25025100601,410,42.2908491,-71.0562794,Adams St at Lonsdale St,"Census Tract 1006.01, Suffolk County, Massachusetts",1006.01,Census Tract 1006.01,100601,552586,0,359,Polygon,42.29167943,-71.05726346,5342,592,0.110819918,4395,0.822725571,2095,0.392175215,1100,0.205915387,8,0.001497566,1075,0.201235492,0,0
25,25025100601,411,42.2908491,-71.0562794,Dorchester Ave at King St,"Census Tract 1006.01, Suffolk County, Massachusetts",1006.01,Census Tract 1006.01,100601,552586,0,358,Polygon,42.29175622,-71.0625918,5342,592,0.110819918,4395,0.822725571,2095,0.392175215,1100,0.205915387,8,0.001497566,1075,0.201235492,0,0
